timestamp,regime,regime_prob,window_id
2024-06-13 00:00:00+00:00,NEUTRAL,1.0,1
2024-06-14 00:00:00+00:00,WEAK_BULL,1.0,1
2024-06-17 00:00:00+00:00,WEAK_BULL,1.0,1
2024-06-18 00:00:00+00:00,WEAK_BULL,0.9999999999033413,1
2024-06-20 00:00:00+00:00,WEAK_BULL,0.9999999999956302,1
2024-06-21 00:00:00+00:00,NEUTRAL,1.0,1
2024-06-24 00:00:00+00:00,NEUTRAL,1.0,1
2024-06-25 00:00:00+00:00,WEAK_BULL,1.0,1
2024-06-26 00:00:00+00:00,WEAK_BEAR,0.9995263824388667,1
2024-06-27 00:00:00+00:00,WEAK_BEAR,0.9989636455434727,1
2024-06-28 00:00:00+00:00,WEAK_BEAR,0.9999993086825443,1
2024-07-01 00:00:00+00:00,NEUTRAL,1.0,1
2024-07-02 00:00:00+00:00,WEAK_BULL,1.0,1
2024-07-03 00:00:00+00:00,WEAK_BEAR,0.5846887535051021,1
2024-07-05 00:00:00+00:00,WEAK_BEAR,0.5518419426040759,1
2024-07-08 00:00:00+00:00,WEAK_BEAR,0.9999999999999147,1
2024-07-09 00:00:00+00:00,WEAK_BEAR,1.0,1
2024-07-10 00:00:00+00:00,WEAK_BEAR,0.9999999999910862,1
2024-07-11 00:00:00+00:00,WEAK_BEAR,1.0,1
2024-07-12 00:00:00+00:00,WEAK_BEAR,1.0,1
2024-07-15 00:00:00+00:00,WEAK_BEAR,1.0,1
2024-07-16 00:00:00+00:00,WEAK_BEAR,1.0,1
2024-07-17 00:00:00+00:00,WEAK_BEAR,1.0,1
2024-07-18 00:00:00+00:00,WEAK_BEAR,1.0,1
2024-07-19 00:00:00+00:00,WEAK_BEAR,1.0,1
2024-07-22 00:00:00+00:00,WEAK_BEAR,1.0,1
2024-07-23 00:00:00+00:00,WEAK_BEAR,1.0,1
2024-07-24 00:00:00+00:00,NEUTRAL,1.0,1
2024-07-25 00:00:00+00:00,NEUTRAL,1.0,1
2024-07-26 00:00:00+00:00,NEUTRAL,1.0,1
2024-07-29 00:00:00+00:00,NEUTRAL,1.0,1
2024-07-30 00:00:00+00:00,NEUTRAL,1.0,1
2024-07-31 00:00:00+00:00,NEUTRAL,1.0,1
2024-08-01 00:00:00+00:00,NEUTRAL,1.0,1
2024-08-02 00:00:00+00:00,NEUTRAL,1.0,1
2024-08-05 00:00:00+00:00,NEUTRAL,1.0,1
2024-08-06 00:00:00+00:00,NEUTRAL,1.0,1
2024-08-07 00:00:00+00:00,NEUTRAL,1.0,1
2024-08-08 00:00:00+00:00,NEUTRAL,1.0,1
2024-08-09 00:00:00+00:00,NEUTRAL,1.0,1
2024-08-12 00:00:00+00:00,NEUTRAL,1.0,1
2024-08-13 00:00:00+00:00,NEUTRAL,1.0,1
2024-08-14 00:00:00+00:00,NEUTRAL,1.0,1
2024-08-15 00:00:00+00:00,WEAK_BEAR,1.0,1
2024-08-16 00:00:00+00:00,WEAK_BEAR,1.0,1
2024-11-29 00:00:00+00:00,STRONG_BULL,1.0,2
2024-12-02 00:00:00+00:00,STRONG_BULL,1.0,2
2024-12-03 00:00:00+00:00,STRONG_BULL,1.0,2
2024-12-04 00:00:00+00:00,EUPHORIA,1.0,2
2024-12-05 00:00:00+00:00,EUPHORIA,1.0,2
2024-12-06 00:00:00+00:00,EUPHORIA,1.0,2
2024-12-09 00:00:00+00:00,EUPHORIA,1.0,2
2024-12-10 00:00:00+00:00,EUPHORIA,1.0,2
2024-12-11 00:00:00+00:00,EUPHORIA,1.0,2
2024-12-12 00:00:00+00:00,EUPHORIA,1.0,2
2024-12-13 00:00:00+00:00,EUPHORIA,1.0,2
2024-12-16 00:00:00+00:00,STRONG_BULL,1.0,2
2024-12-17 00:00:00+00:00,EUPHORIA,1.0,2
2024-12-18 00:00:00+00:00,EUPHORIA,1.0,2
2024-12-19 00:00:00+00:00,EUPHORIA,1.0,2
2024-12-20 00:00:00+00:00,STRONG_BULL,1.0,2
2024-12-23 00:00:00+00:00,STRONG_BULL,1.0,2
2024-12-24 00:00:00+00:00,STRONG_BULL,1.0,2
2024-12-26 00:00:00+00:00,STRONG_BULL,1.0,2
2024-12-27 00:00:00+00:00,EUPHORIA,1.0,2
2024-12-30 00:00:00+00:00,EUPHORIA,1.0,2
2024-12-31 00:00:00+00:00,EUPHORIA,1.0,2
2025-01-02 00:00:00+00:00,STRONG_BULL,1.0,2
2025-01-03 00:00:00+00:00,EUPHORIA,1.0,2
2025-01-06 00:00:00+00:00,EUPHORIA,1.0,2
2025-01-07 00:00:00+00:00,EUPHORIA,1.0,2
2025-01-08 00:00:00+00:00,EUPHORIA,1.0,2
2025-01-10 00:00:00+00:00,EUPHORIA,1.0,2
2025-01-13 00:00:00+00:00,EUPHORIA,1.0,2
2025-01-14 00:00:00+00:00,EUPHORIA,1.0,2
2025-01-15 00:00:00+00:00,EUPHORIA,1.0,2
2025-01-16 00:00:00+00:00,EUPHORIA,1.0,2
2025-01-17 00:00:00+00:00,EUPHORIA,1.0,2
2025-01-21 00:00:00+00:00,STRONG_BULL,1.0,2
2025-01-22 00:00:00+00:00,STRONG_BULL,1.0,2
2025-01-23 00:00:00+00:00,STRONG_BULL,1.0,2
2025-01-24 00:00:00+00:00,STRONG_BULL,1.0,2
2025-01-27 00:00:00+00:00,STRONG_BULL,1.0,2
2025-01-28 00:00:00+00:00,EUPHORIA,1.0,2
2025-01-29 00:00:00+00:00,STRONG_BULL,1.0,2
2025-01-30 00:00:00+00:00,STRONG_BULL,1.0,2
2025-01-31 00:00:00+00:00,STRONG_BULL,1.0,2
2025-02-03 00:00:00+00:00,STRONG_BULL,1.0,2
2025-02-04 00:00:00+00:00,STRONG_BULL,1.0,2
2025-02-05 00:00:00+00:00,EUPHORIA,1.0,2
2025-02-06 00:00:00+00:00,STRONG_BULL,1.0,2
2025-02-07 00:00:00+00:00,STRONG_BULL,1.0,2
2025-02-10 00:00:00+00:00,STRONG_BULL,1.0,2
2025-02-11 00:00:00+00:00,STRONG_BULL,1.0,2
2025-02-12 00:00:00+00:00,STRONG_BULL,1.0,2
2025-02-13 00:00:00+00:00,STRONG_BULL,1.0,2
2025-02-14 00:00:00+00:00,STRONG_BULL,1.0,2
2025-02-18 00:00:00+00:00,EUPHORIA,1.0,2
2025-02-19 00:00:00+00:00,EUPHORIA,1.0,2
2025-06-04 00:00:00+00:00,CRASH,1.0,3
2025-06-05 00:00:00+00:00,CRASH,1.0,3
2025-06-06 00:00:00+00:00,CRASH,1.0,3
2025-06-09 00:00:00+00:00,CRASH,1.0,3
2025-06-10 00:00:00+00:00,CRASH,1.0,3
2025-06-11 00:00:00+00:00,CRASH,1.0,3
2025-06-12 00:00:00+00:00,CRASH,1.0,3
2025-06-13 00:00:00+00:00,CRASH,1.0,3
2025-06-16 00:00:00+00:00,CRASH,1.0,3
2025-06-17 00:00:00+00:00,CRASH,1.0,3
2025-06-18 00:00:00+00:00,CRASH,1.0,3
2025-06-20 00:00:00+00:00,CRASH,1.0,3
2025-06-23 00:00:00+00:00,CRASH,1.0,3
2025-06-24 00:00:00+00:00,CRASH,1.0,3
2025-06-25 00:00:00+00:00,CRASH,1.0,3
2025-06-26 00:00:00+00:00,CRASH,1.0,3
2025-06-27 00:00:00+00:00,CRASH,1.0,3
2025-06-30 00:00:00+00:00,CRASH,1.0,3
2025-07-01 00:00:00+00:00,CRASH,1.0,3
2025-07-02 00:00:00+00:00,CRASH,1.0,3
2025-07-03 00:00:00+00:00,CRASH,1.0,3
2025-07-07 00:00:00+00:00,CRASH,1.0,3
2025-07-08 00:00:00+00:00,CRASH,1.0,3
2025-07-09 00:00:00+00:00,CRASH,1.0,3
2025-07-10 00:00:00+00:00,CRASH,1.0,3
2025-07-11 00:00:00+00:00,CRASH,1.0,3
2025-07-14 00:00:00+00:00,CRASH,1.0,3
2025-07-15 00:00:00+00:00,CRASH,1.0,3
2025-07-16 00:00:00+00:00,CRASH,1.0,3
2025-07-17 00:00:00+00:00,CRASH,1.0,3
2025-07-18 00:00:00+00:00,CRASH,1.0,3
2025-07-21 00:00:00+00:00,CRASH,1.0,3
2025-07-22 00:00:00+00:00,CRASH,1.0,3
2025-07-23 00:00:00+00:00,CRASH,1.0,3
2025-07-24 00:00:00+00:00,CRASH,1.0,3
2025-07-25 00:00:00+00:00,CRASH,1.0,3
2025-07-28 00:00:00+00:00,CRASH,1.0,3
2025-07-29 00:00:00+00:00,CRASH,1.0,3
2025-07-30 00:00:00+00:00,CRASH,1.0,3
2025-07-31 00:00:00+00:00,CRASH,1.0,3
2025-08-01 00:00:00+00:00,WEAK_BEAR,1.0,3
2025-08-04 00:00:00+00:00,EUPHORIA,1.0,3
2025-08-05 00:00:00+00:00,EUPHORIA,1.0,3
2025-08-06 00:00:00+00:00,EUPHORIA,1.0,3
2025-08-07 00:00:00+00:00,EUPHORIA,1.0,3
2025-08-08 00:00:00+00:00,CRASH,1.0,3
2025-08-11 00:00:00+00:00,EUPHORIA,1.0,3
2025-08-12 00:00:00+00:00,CRASH,1.0,3
2025-08-13 00:00:00+00:00,CRASH,1.0,3
2025-08-14 00:00:00+00:00,CRASH,1.0,3
2025-08-15 00:00:00+00:00,CRASH,1.0,3
2025-08-18 00:00:00+00:00,CRASH,1.0,3
2025-08-19 00:00:00+00:00,CRASH,1.0,3
2025-08-20 00:00:00+00:00,CRASH,1.0,3
2025-12-03 00:00:00+00:00,CRASH,1.0,4
2025-12-04 00:00:00+00:00,CRASH,1.0,4
2025-12-05 00:00:00+00:00,CRASH,1.0,4
2025-12-08 00:00:00+00:00,CRASH,1.0,4
2025-12-09 00:00:00+00:00,CRASH,1.0,4
2025-12-10 00:00:00+00:00,CRASH,1.0,4
2025-12-11 00:00:00+00:00,CRASH,1.0,4
2025-12-12 00:00:00+00:00,CRASH,1.0,4
2025-12-15 00:00:00+00:00,CRASH,1.0,4
2025-12-16 00:00:00+00:00,CRASH,1.0,4
2025-12-17 00:00:00+00:00,CRASH,1.0,4
2025-12-18 00:00:00+00:00,CRASH,1.0,4
2025-12-19 00:00:00+00:00,CRASH,1.0,4
2025-12-22 00:00:00+00:00,CRASH,1.0,4
2025-12-23 00:00:00+00:00,CRASH,1.0,4
2025-12-24 00:00:00+00:00,CRASH,1.0,4
2025-12-26 00:00:00+00:00,CRASH,1.0,4
2025-12-29 00:00:00+00:00,CRASH,1.0,4
2025-12-30 00:00:00+00:00,CRASH,1.0,4
2025-12-31 00:00:00+00:00,CRASH,1.0,4
2026-01-02 00:00:00+00:00,CRASH,1.0,4
2026-01-05 00:00:00+00:00,CRASH,1.0,4
2026-01-06 00:00:00+00:00,CRASH,1.0,4
2026-01-07 00:00:00+00:00,CRASH,1.0,4
2026-01-08 00:00:00+00:00,CRASH,1.0,4
2026-01-09 00:00:00+00:00,CRASH,1.0,4
2026-01-12 00:00:00+00:00,CRASH,1.0,4
2026-01-13 00:00:00+00:00,CRASH,1.0,4
2026-01-14 00:00:00+00:00,CRASH,1.0,4
2026-01-15 00:00:00+00:00,CRASH,1.0,4
2026-01-16 00:00:00+00:00,CRASH,1.0,4
2026-01-20 00:00:00+00:00,CRASH,1.0,4
2026-01-21 00:00:00+00:00,CRASH,1.0,4
2026-01-22 00:00:00+00:00,CRASH,1.0,4
2026-01-23 00:00:00+00:00,CRASH,1.0,4
2026-01-26 00:00:00+00:00,CRASH,1.0,4
2026-01-27 00:00:00+00:00,CRASH,1.0,4
2026-01-28 00:00:00+00:00,CRASH,1.0,4
2026-01-29 00:00:00+00:00,CRASH,1.0,4
2026-01-30 00:00:00+00:00,CRASH,1.0,4
2026-02-02 00:00:00+00:00,CRASH,1.0,4
2026-02-03 00:00:00+00:00,CRASH,1.0,4
2026-02-04 00:00:00+00:00,CRASH,1.0,4
2026-02-05 00:00:00+00:00,CRASH,1.0,4
2026-02-06 00:00:00+00:00,CRASH,1.0,4
2026-02-09 00:00:00+00:00,CRASH,1.0,4
2026-02-10 00:00:00+00:00,CRASH,1.0,4
2026-02-11 00:00:00+00:00,CRASH,1.0,4
2026-02-12 00:00:00+00:00,CRASH,1.0,4
2026-02-13 00:00:00+00:00,CRASH,1.0,4
2026-02-17 00:00:00+00:00,CRASH,1.0,4
2026-02-18 00:00:00+00:00,CRASH,1.0,4
2026-02-19 00:00:00+00:00,CRASH,1.0,4
2026-02-20 00:00:00+00:00,CRASH,1.0,4
